x_0,y_0,z_0,x_1,y_1,z_1,x_2,y_2,z_2,x_3,y_3,z_3,x_4,y_4,z_4,x_5,y_5,z_5,x_6,y_6,z_6,x_7,y_7,z_7,x_8,y_8,z_8,x_9,y_9,z_9,x_10,y_10,z_10,x_11,y_11,z_11,x_12,y_12,z_12,x_13,y_13,z_13,x_14,y_14,z_14,x_15,y_15,z_15,x_16,y_16,z_16,x_17,y_17,z_17,x_18,y_18,z_18,x_19,y_19,z_19,x_20,y_20,z_20,x_21,y_21,z_21,x_22,y_22,z_22,x_23,y_23,z_23,x_24,y_24,z_24,x_25,y_25,z_25,x_26,y_26,z_26,x_27,y_27,z_27,x_28,y_28,z_28,x_29,y_29,z_29,x_30,y_30,z_30,x_31,y_31,z_31,x_32,y_32,z_32,label
0.5320054292678833,0.5439150929450989,0.5488328337669373,0.5543350577354431,0.5354049801826477,0.5340206027030945,0.5327232480049133,0.5780060291290283,0.5499933362007141,0.543292760848999,0.5336220264434814,0.5892857313156128,0.5645608305931091,0.5588214993476868,0.5291720628738403,0.4666892886161804,0.4719952940940857,0.4359598159790039,0.45687469840049744,0.4339953362941742,0.45564404129981995,0.44281601905822754,0.4615407884120941,0.5574746131896973,0.5607165098190308,0.5581862926483154,0.5666530132293701,0.5642132759094238,0.5764729380607605,0.5765458345413208,0.5880889892578125,0.5282858610153198,0.5300232172012329,0.372831791639328,0.35311976075172424,0.353471964597702,0.3538367450237274,0.35123470425605774,0.3502074182033539,0.3491097092628479,0.36489108204841614,0.3569663465023041,0.3953547775745392,0.39211422204971313,0.4590533375740051,0.4606017470359802,0.5422406792640686,0.5500580668449402,0.5363492965698242,0.57668536901474,0.5389875173568726,0.5894834399223328,0.5189855694770813,0.5779412388801575,0.5171613693237305,0.5768934488296509,0.7152297496795654,0.7161707282066345,0.8994550704956055,0.8819171190261841,1.0545690059661865,1.030991554260254,1.0869839191436768,1.0595898628234863,1.075191617012024,1.0583093166351318,-0.15713056921958923,-0.1706056296825409,-0.17070455849170685,-0.17081120610237122,-0.14112743735313416,-0.14110155403614044,-0.1411617398262024,-0.1681515872478485,-0.03880589082837105,-0.15087465941905975,-0.11246529966592789,-0.22982195019721985,0.09313632547855377,-0.3773498833179474,0.26859474182128906,-0.4803307056427002,0.36065036058425903,-0.5239678025245667,0.3738788664340973,-0.514541506767273,0.347518652677536,-0.47728976607322693,0.35031646490097046,-0.09267629683017731,0.09274109452962875,-0.0039491914212703705,0.1849086582660675,0.13342739641666412,0.3286965489387512,0.14447712898254395,0.34285789728164673,0.0848427265882492,0.2986874580383301,correct
0.5317532420158386,0.5448299646377563,0.5497866868972778,0.5554665923118591,0.536739706993103,0.5357682704925537,0.535037100315094,0.5802644491195679,0.5581778883934021,0.5429264307022095,0.5323439836502075,0.5641446709632874,0.5978273153305054,0.4954037070274353,0.5900331139564514,0.4162244200706482,0.5541860461235046,0.3864404559135437,0.5490949749946594,0.38210874795913696,0.5491378903388977,0.39350998401641846,0.548542320728302,0.5558212399482727,0.5782418847084045,0.5377346277236938,0.5679886937141418,0.5605462789535522,0.5697706937789917,0.5751587748527527,0.5802417993545532,0.5342044234275818,0.5338561534881592,0.36982306838035583,0.3499709665775299,0.35057446360588074,0.3512977361679077,0.34807971119880676,0.34716370701789856,0.34624141454696655,0.36448219418525696,0.35542911291122437,0.39351364970207214,0.38988447189331055,0.46904030442237854,0.46127012372016907,0.5145100355148315,0.5094535946846008,0.5076390504837036,0.49639803171157837,0.5115683674812317,0.4939836263656616,0.4915936291217804,0.4866020083427429,0.4941498935222626,0.4912046194076538,0.7519372701644897,0.7447816133499146,0.958538293838501,0.9371539354324341,1.0960428714752197,1.0922774076461792,1.1170458793640137,1.1197274923324585,1.1280419826507568,1.1292917728424072,-0.1726248562335968,-0.18764647841453552,-0.18775898218154907,-0.18786101043224335,-0.15247197449207306,-0.15243598818778992,-0.15235936641693115,-0.19226060807704926,-0.03131648898124695,-0.16777238249778748,-0.12092132866382599,-0.2690944969654083,0.13103824853897095,-0.5036579966545105,0.3755340874195099,-0.6466684937477112,0.6052293181419373,-0.7060261368751526,0.6551371812820435,-0.6818957328796387,0.6355385184288025,-0.6414326429367065,0.6047441959381104,-0.11925240606069565,0.11907824128866196,-0.1005721464753151,0.19770309329032898,0.17415621876716614,0.3851414918899536,0.20311538875102997,0.4045538306236267,0.20124492049217224,0.3742768168449402,correct
0.5350462198257446,0.5475015044212341,0.55178302526474,0.5564703941345215,0.5405982136726379,0.5400269627571106,0.5397545099258423,0.5810081958770752,0.5629154443740845,0.5456689596176147,0.5363594889640808,0.560097873210907,0.6049496531486511,0.48437461256980896,0.6147674322128296,0.39910152554512024,0.606169581413269,0.3689044117927551,0.6097356677055359,0.3655114769935608,0.6098139882087708,0.3760156035423279,0.6050726771354675,0.5515884160995483,0.5822291970252991,0.5325421094894409,0.5696556568145752,0.5607669353485107,0.5773165225982666,0.5782145261764526,0.5869787931442261,0.5329434275627136,0.5456240773200989,0.3682841658592224,0.34884053468704224,0.3495274484157562,0.35028913617134094,0.34670767188072205,0.3457645773887634,0.34482792019844055,0.3632335364818573,0.3551886975765228,0.39266151189804077,0.388726145029068,0.4762154519557953,0.4662769138813019,0.5096251964569092,0.5120820999145508,0.4956108629703522,0.5171557068824768,0.49916693568229675,0.5214506983757019,0.4808743894100189,0.5130396485328674,0.48551228642463684,0.5150402784347534,0.7568464875221252,0.7538391947746277,0.9648138880729675,0.9482179284095764,1.1093173027038574,1.1075859069824219,1.12698233127594,1.134054183959961,1.1482371091842651,1.1417244672775269,-0.13741900026798248,-0.15802811086177826,-0.15816189348697662,-0.15826629102230072,-0.11918327957391739,-0.11915482580661774,-0.11910275369882584,-0.1805979162454605,-0.006732286419719458,-0.13974523544311523,-0.08844777941703796,-0.26696163415908813,0.15734897553920746,-0.5235111713409424,0.4350720942020416,-0.6936363577842712,0.7417843341827393,-0.748691201210022,0.8124686479568481,-0.7206509709358215,0.8004854321479797,-0.685440719127655,0.7484390735626221,-0.1305936872959137,0.13014857470989227,-0.08732712268829346,0.21715939044952393,0.14438268542289734,0.3759458661079407,0.1700279414653778,0.3933781385421753,0.16151252388954163,0.371529221534729,correct
0.5352081060409546,0.5477622151374817,0.5521232485771179,0.5567772388458252,0.5411176681518555,0.5407441854476929,0.5407761931419373,0.5815626978874207,0.5655949711799622,0.5465613603591919,0.5370558500289917,0.5625265836715698,0.6014729738235474,0.45933008193969727,0.53882896900177,0.3565296530723572,0.46000319719314575,0.3187836706638336,0.4476248323917389,0.3149595558643341,0.4457128942012787,0.33163702487945557,0.4479184150695801,0.5565341711044312,0.5700736045837402,0.5255827307701111,0.5584695935249329,0.560026228427887,0.5700145363807678,0.5786319971084595,0.5810664892196655,0.5317505598068237,0.5359227657318115,0.3659396767616272,0.347002774477005,0.34790945053100586,0.3488788306713104,0.3445807695388794,0.34365028142929077,0.3427654504776001,0.3619394600391388,0.35451024770736694,0.39104756712913513,0.3868464529514313,0.4770541489124298,0.4693107306957245,0.4862801432609558,0.49979397654533386,0.4816514849662781,0.49992698431015015,0.47443562746047974,0.492523193359375,0.4618711769580841,0.4883381128311157,0.46789073944091797,0.4951198399066925,0.7743170261383057,0.7588614821434021,0.9921618103981018,0.9599789977073669,1.1316187381744385,1.1323659420013428,1.1477328538894653,1.1595747470855713,1.1713173389434814,1.172103762626648,-0.12739862501621246,-0.15414783358573914,-0.1542808711528778,-0.15437628328800201,-0.11217985302209854,-0.11217556893825531,-0.11216902732849121,-0.20029182732105255,-0.010892854072153568,-0.13679036498069763,-0.08152832090854645,-0.2950381934642792,0.15177343785762787,-0.5147655606269836,0.34365198016166687,-0.6476529240608215,0.49126434326171875,-0.715691864490509,0.5315559506416321,-0.6825776696205139,0.49338045716285706,-0.6380912065505981,0.47998538613319397,-0.131787970662117,0.13161538541316986,-0.13571277260780334,0.21970801055431366,0.1584697663784027,0.4032228887081146,0.18866346776485443,0.4222008287906647,0.17049884796142578,0.3704971373081207,correct
0.5511614084243774,0.5620579123497009,0.5670509934425354,0.5727126598358154,0.5541712045669556,0.5531883239746094,0.552462637424469,0.5978916883468628,0.5742696523666382,0.5621203780174255,0.5534085035324097,0.5780548453330994,0.5848149061203003,0.442786306142807,0.4769016206264496,0.3243938386440277,0.38699963688850403,0.2880309522151947,0.37179213762283325,0.288155198097229,0.3660575747489929,0.30244144797325134,0.37560778856277466,0.5682626962661743,0.5620754957199097,0.5502364635467529,0.5572625398635864,0.5622435808181763,0.5669959783554077,0.5735491514205933,0.5780367255210876,0.5328704714775085,0.5311042070388794,0.36407604813575745,0.34670549631118774,0.3478839099407196,0.3491228222846985,0.3437512218952179,0.3428986370563507,0.3420768976211548,0.3623128831386566,0.3540949523448944,0.391100138425827,0.3865864872932434,0.4776984751224518,0.4740884602069855,0.4956261217594147,0.5062456130981445,0.4613695442676544,0.49343839287757874,0.45260271430015564,0.49085578322410583,0.4441033601760864,0.48974984884262085,0.45073968172073364,0.4926932454109192,0.7992413640022278,0.7850489020347595,1.0280513763427734,0.9946109652519226,1.1583282947540283,1.1736658811569214,1.1758779287338257,1.2017661333084106,1.1976765394210815,1.2200171947479248,-0.12535175681114197,-0.15052205324172974,-0.1506897360086441,-0.15082429349422455,-0.11088810861110687,-0.11088404804468155,-0.11095039546489716,-0.18829861283302307,-0.012168852612376213,-0.1322442591190338,-0.08028896898031235,-0.28798043727874756,0.14836883544921875,-0.3801504969596863,0.2597501873970032,-0.32321712374687195,0.2803345322608948,-0.36723649501800537,0.2957996726036072,-0.3368980884552002,0.25292110443115234,-0.3105400502681732,0.2606043219566345,-0.10709577798843384,0.10710302740335464,-0.14604635536670685,0.17076383531093597,0.16946576535701752,0.3462764322757721,0.20036581158638,0.36430037021636963,0.16235053539276123,0.30235570669174194,correct
0.5650535821914673,0.5777170062065125,0.5833292603492737,0.5890660285949707,0.5676037073135376,0.5658240914344788,0.564458966255188,0.6093538999557495,0.5835254192352295,0.5768659114837646,0.5656508207321167,0.584286630153656,0.5887753963470459,0.44663333892822266,0.4605867862701416,0.3324662446975708,0.36964690685272217,0.29283687472343445,0.35019394755363464,0.2958839237689972,0.3506913483142853,0.31693142652511597,0.3556784987449646,0.5752471685409546,0.5616794228553772,0.5685528516769409,0.5566118955612183,0.5705171823501587,0.5677793622016907,0.5826218128204346,0.578066885471344,0.5393332242965698,0.534022867679596,0.365888386964798,0.34735050797462463,0.3484075963497162,0.34957489371299744,0.34493401646614075,0.34430137276649475,0.3436952233314514,0.3612879514694214,0.35366010665893555,0.39405038952827454,0.3903528153896332,0.47763851284980774,0.47360268235206604,0.49817267060279846,0.5038445591926575,0.4585042893886566,0.4831603169441223,0.4499860107898712,0.46937647461891174,0.44330230355262756,0.4644923806190491,0.4511463940143585,0.4698549807071686,0.802725076675415,0.7884986996650696,1.029990553855896,1.0063380002975464,1.179636836051941,1.1864615678787231,1.2003034353256226,1.2150176763534546,1.2234240770339966,1.2330002784729004,-0.1549237221479416,-0.17493009567260742,-0.17511990666389465,-0.1752624362707138,-0.13458743691444397,-0.13460826873779297,-0.13468961417675018,-0.19334104657173157,-0.015428999438881874,-0.1568545401096344,-0.10412919521331787,-0.2968018651008606,0.15117371082305908,-0.382389098405838,0.21981413662433624,-0.3298830986022949,0.16429829597473145,-0.3784441649913788,0.16764621436595917,-0.34674280881881714,0.11925314366817474,-0.3163555860519409,0.13977210223674774,-0.11317412555217743,0.11309848725795746,-0.15494641661643982,0.16220387816429138,0.1439393162727356,0.34520021080970764,0.17218314111232758,0.3634205162525177,0.11606929451227188,0.2910391688346863,correct
0.5687071084976196,0.5841231942176819,0.589668869972229,0.595389723777771,0.5750901699066162,0.5740259885787964,0.5733950138092041,0.6146754026412964,0.5942816734313965,0.578669011592865,0.568656325340271,0.6022177934646606,0.5893925428390503,0.4700668454170227,0.4759615957736969,0.3239046335220337,0.41133275628089905,0.292298287153244,0.4058830738067627,0.29529398679733276,0.4091401994228363,0.3146125078201294,0.4066932201385498,0.570203423500061,0.5507453680038452,0.5277277231216431,0.5017828941345215,0.4997902512550354,0.5243870615959167,0.5054966807365417,0.5340250134468079,0.4547994136810303,0.5019911527633667,0.35847410559654236,0.3417555093765259,0.34371569752693176,0.34582144021987915,0.3379007875919342,0.3371753692626953,0.3366240859031677,0.3622290790081024,0.3519365191459656,0.3870197534561157,0.381862610578537,0.48047131299972534,0.47333449125289917,0.49012821912765503,0.517808198928833,0.4492187798023224,0.5305548310279846,0.43852728605270386,0.5268010497093201,0.43128469586372375,0.5218757390975952,0.44342321157455444,0.5267125964164734,0.8157217502593994,0.8089648485183716,0.9345312118530273,0.981242835521698,1.0164815187454224,1.1364554166793823,1.0285255908966064,1.1614173650741577,1.0351589918136597,1.1761237382888794,-0.13339337706565857,-0.1495613306760788,-0.14975394308567047,-0.1499919593334198,-0.11343636363744736,-0.11341391503810883,-0.11350933462381363,-0.15698136389255524,0.0035463706590235233,-0.1315794587135315,-0.08481870591640472,-0.2660476267337799,0.15706883370876312,-0.36017316579818726,0.19655370712280273,-0.3097856938838959,0.08923232555389404,-0.3578110933303833,0.08109527081251144,-0.32917383313179016,0.04132789745926857,-0.2984392046928406,0.0670202374458313,-0.0881713479757309,0.08839301764965057,-0.1851671040058136,0.11778949201107025,0.2220272719860077,0.30469071865081787,0.2607133090496063,0.3221142590045929,0.24473616480827332,0.2555883526802063,correct
0.5695538520812988,0.5838225483894348,0.5890917181968689,0.5950146913528442,0.5750324726104736,0.5740686058998108,0.5734773874282837,0.6170849204063416,0.5942353010177612,0.5797630548477173,0.5700052976608276,0.6057699918746948,0.5819722414016724,0.47648319602012634,0.4672342836856842,0.3343830406665802,0.3623715341091156,0.3089715838432312,0.34996843338012695,0.3140847384929657,0.34556421637535095,0.3351461589336395,0.36756205558776855,0.5733756422996521,0.5502082109451294,0.5603665709495544,0.5243372321128845,0.5460590124130249,0.5298450589179993,0.5563318729400635,0.540658175945282,0.5129640102386475,0.492881715297699,0.3552471399307251,0.339324414730072,0.3412967622280121,0.3433394432067871,0.3357304632663727,0.3351946771144867,0.3347572386264801,0.36069923639297485,0.35141927003860474,0.3842677175998688,0.3792554438114166,0.47857123613357544,0.4677920639514923,0.4940551221370697,0.5036398768424988,0.4616444706916809,0.4852427840232849,0.4512535035610199,0.4828043282032013,0.4453207850456238,0.47674769163131714,0.45490747690200806,0.48752233386039734,0.8156600594520569,0.8027330636978149,1.0320403575897217,1.0149468183517456,1.2016212940216064,1.2071011066436768,1.2242696285247803,1.2391936779022217,1.2584527730941772,1.258238434791565,-0.12699851393699646,-0.1431267261505127,-0.1433061808347702,-0.14346259832382202,-0.10661812871694565,-0.10661103576421738,-0.10672664642333984,-0.1594606637954712,0.0053016250021755695,-0.12816758453845978,-0.08009251952171326,-0.25626426935195923,0.13402992486953735,-0.3560505509376526,0.19030293822288513,-0.3151925206184387,0.10303028672933578,-0.3627733588218689,0.09427662193775177,-0.3361862599849701,0.0478205606341362,-0.30554941296577454,0.07794959098100662,-0.09556238353252411,0.09572258591651917,-0.13854961097240448,0.10387549549341202,0.09879408776760101,0.24923455715179443,0.11978662014007568,0.2615056335926056,0.04554702714085579,0.16830132901668549,correct
0.5794102549552917,0.5968449711799622,0.6031139492988586,0.6101787090301514,0.5863145589828491,0.5848267674446106,0.5837060809135437,0.631976306438446,0.6029753088951111,0.5892108082771301,0.5771745443344116,0.6174536943435669,0.571413516998291,0.537997841835022,0.4574456810951233,0.4866517186164856,0.34178999066352844,0.4734819531440735,0.3181867003440857,0.4804268777370453,0.3196617066860199,0.48122867941856384,0.3303510248661041,0.574830949306488,0.5468122363090515,0.5743753910064697,0.529644250869751,0.5638400316238403,0.5352136492729187,0.5747010707855225,0.5468640923500061,0.5334181785583496,0.49748069047927856,0.34720703959465027,0.3330291509628296,0.335422545671463,0.33808714151382446,0.3283320963382721,0.327429860830307,0.3265821635723114,0.3585267961025238,0.34510672092437744,0.3798827826976776,0.3726228177547455,0.47950640320777893,0.4660589098930359,0.4964117109775543,0.4931243360042572,0.46126335859298706,0.45154714584350586,0.4554477334022522,0.4441800117492676,0.4440121352672577,0.4381454288959503,0.45102444291114807,0.4466312527656555,0.8088738322257996,0.797970175743103,1.019388198852539,1.0109213590621948,1.1927359104156494,1.2080657482147217,1.2115232944488525,1.2393009662628174,1.2661949396133423,1.2657488584518433,-0.14929325878620148,-0.15432891249656677,-0.15444529056549072,-0.15451595187187195,-0.1245722770690918,-0.1245511919260025,-0.12469971179962158,-0.1359700709581375,0.0008559243869967759,-0.1399185061454773,-0.10058686882257462,-0.22045350074768066,0.11051499843597412,-0.41089946031570435,0.1488061100244522,-0.5591753125190735,0.05065871402621269,-0.6203262805938721,0.03920874744653702,-0.6099525690078735,-0.006684952415525913,-0.5606229901313782,0.025345539674162865,-0.08898777514696121,0.08894489705562592,-0.0905260294675827,0.10416094958782196,0.09777350723743439,0.23403911292552948,0.1119721382856369,0.24279089272022247,0.023366136476397514,0.13505561649799347,correct
0.5802902579307556,0.5967386364936829,0.602432906627655,0.6086711287498474,0.588114857673645,0.5873028039932251,0.5867654085159302,0.6313489675521851,0.6055932641029358,0.589271068572998,0.5792069435119629,0.6055049896240234,0.5823948383331299,0.4983188211917877,0.46697551012039185,0.45959895849227905,0.35840246081352234,0.4454965591430664,0.3328942358493805,0.45401424169540405,0.3349277973175049,0.4566982388496399,0.3465787172317505,0.5710157155990601,0.5490671396255493,0.5741505026817322,0.5410580635070801,0.5611073970794678,0.5471874475479126,0.5718714594841003,0.5572129487991333,0.5247499346733093,0.516147255897522,0.3454532325267792,0.33094316720962524,0.33328011631965637,0.33595922589302063,0.32663094997406006,0.3258760869503021,0.3251679837703705,0.3579055368900299,0.34492743015289307,0.37813040614128113,0.37135598063468933,0.47909480333328247,0.46530207991600037,0.4966840147972107,0.48963049054145813,0.4645712673664093,0.4546440839767456,0.45737424492836,0.4444928467273712,0.44934120774269104,0.4405113160610199,0.4578847289085388,0.45061442255973816,0.8090551495552063,0.7959936261177063,1.019876480102539,1.0161514282226562,1.185673475265503,1.2053784132003784,1.2062002420425415,1.2343262434005737,1.2459797859191895,1.2594577074050903,-0.14067746698856354,-0.15230557322502136,-0.1524287760257721,-0.15251946449279785,-0.11935695260763168,-0.11936507374048233,-0.119498111307621,-0.15353801846504211,-0.0036567070055752993,-0.1364581137895584,-0.09336715936660767,-0.24043600261211395,0.11797263473272324,-0.40152090787887573,0.1785871833562851,-0.48195990920066833,0.10381408035755157,-0.5361997485160828,0.09793885797262192,-0.5222069025039673,0.05250705033540726,-0.4799984395503998,0.07971559464931488,-0.08964429795742035,0.08960483968257904,-0.09452483803033829,0.10785813629627228,0.1280018836259842,0.26213762164115906,0.1467515230178833,0.2748226523399353,0.0688159391283989,0.1853504478931427,correct
